id,loan_id,borrower_id
6cd69d32-6853-4cca-be29-dba9e277e2ce,ec0eb047-b627-53cf-9651-48f53cb94122,0cc53f5b-3b75-5fa6-8a70-2de1a938abdb
53248674-732a-4cfd-b18c-e9ebb4833efe,06da9048-0542-5f3c-81f1-7643d5535b2b,c0994f54-e660-5263-bcae-2f71cc13107f
beb8f3f2-cbde-4201-a6f6-7dd424ba487d,6cdaed69-bcbd-56be-b2ba-3d042beb3f3f,c0519496-69c0-54db-8a95-4837bbf70ee2
b69e2b6f-91f3-411e-89c8-e3ed358c8ce9,a40266ac-c125-5d5e-b95d-acb9de8c9d85,b4dc31ce-bc6e-50bd-ab61-1aa88756f428
07acbc8f-d01e-4fdc-a467-cbfb5b5092c9,be02014d-6a0c-5320-8014-3c11cfc86164,869dd483-b397-5a33-92d4-d33f4b5702b3
938917ab-32f0-4242-a502-3124ff8bd4ef,9e5ddf3c-16dd-5b1f-9969-6feba0d526de,52480d24-ce8e-54e2-b4c4-7bda89edd069
e34b7c42-bdbc-4504-99a5-61864f452ed9,94c9bff8-d4b6-5fd1-bf9c-c42d1072e142,0612e5b4-2925-5f3b-ad4b-d9d976691867
dc6b84ba-f4c6-4657-bfd5-dae9ac2b130e,4799e0dd-d962-531b-a935-25719f280492,dc45e942-9d82-57f4-8a87-a2131abbe53b
d45fe982-eb78-46c9-b193-d4790d997014,cee0117f-6960-5b8d-8a28-40631e1f389f,926d90d0-9557-58b3-8a99-7534760e8c2a
1e2d6f42-7712-4908-82d5-fc15c9ac3c86,0a6c4e8a-b7aa-5011-85b2-aec3cfebaafd,1bae40e2-f2a6-5bae-9d8b-f5e9045d3857
23bc172e-6a19-4257-b622-28cb1b48ba91,f4696354-5a9c-5da2-9ef5-82e62e74e57f,7aab72ff-eb59-5800-ab16-3b40a7555eeb
0d18b3be-9043-432a-aece-d7471cad8323,c13fe3cf-5ac1-5d3a-8403-fea18e959428,0015e80d-15f5-51a7-9398-f1989e31ac3f
1a889e26-f18c-4ce5-98a7-0a1fa6bf5c87,90ded0ab-ad25-5402-8991-38160be82d0f,4e2350e9-6fc7-52a0-85b5-1780813c9250
1f919500-e94b-48d6-aab8-b5fed49c0a3c,f6ee5b4e-6a8d-5bef-a341-0f4b8500fc0d,80a9ea70-a10d-5cf7-be18-284e39b5d3a7
7306916d-26ea-41e4-b28d-66f90670d6c9,f2cb74a7-8070-51fa-9c24-74a2708ce6ba,d803875c-4cc7-547e-abc3-6fb24a9639db
a86337d5-f6fb-4383-8276-03930facf35c,69c77094-5a3a-5500-8760-614b955a39f6,cc715875-589e-5edf-a549-79f84949661f
8149e3d9-8c31-45ba-9be4-8fe01ffedcf8,b458178b-5227-573e-9c7e-04d96be0f54f,730f537f-880b-5cdd-a962-4ad669529d63
c1e4a878-b3cc-48b0-88f4-dae94621ea67,cdfd78c0-0310-57a9-9210-acc3efcb7db2,4a4c1e25-f4f1-5bf2-ab7c-1f76354b45f6
5bbdccea-c1ee-485d-b1a2-eb6c9ec46782,7ceb7409-6c6a-5d77-acac-311dfb8676ec,fc173269-94f3-58d2-bedf-e95c2db53028
49078c82-936b-41cc-80bf-c45f853792fd,87a3f420-e846-5696-926e-cbfc4c7e7817,f3b68e0e-375a-5768-8fbb-2f038e830329
94b51310-1175-44b1-95c0-3ff427cf66f8,f5450d20-7ab8-5047-b71f-14970adbd077,edb1c936-89bb-5e1d-aea6-9601200fa68a
5742ad49-98d2-46e5-a8f1-8089816cf6da,65c9ee6c-9470-588d-9ddd-7086df94751e,55918706-dbf5-523f-aeb3-5869ea3bc19f
e03d7866-9091-49f1-94f7-af60df0be924,03f5c560-a502-501e-ac31-f5a1a1c06f9e,77efe81c-e6e3-5f3a-a070-647b43babcaf
c2e947c5-2faa-4ff0-9126-42641c08293c,610accad-d233-5946-a5a6-d9ea00cc2a5d,c42dbdb5-b447-5011-92cb-c56e484ff137
ee1d7e03-77c3-481d-8fdd-bb3ddfb245e9,8d3ea1b9-5b5f-56c9-bb04-b274d6d82cac,a8fd62bd-aeff-52c4-a92e-577ae9aed6f6
82043f9c-664c-4e78-8897-9903a16f418c,b4f6cf3c-f4fe-57e3-817c-7f21f9a1c1bc,c9be4c47-cc67-5280-969a-2d7a84d2355a
47fb0f49-93e0-48d0-b2db-b2a282bb0aa8,fd018c77-d9c0-51c8-8139-72af7584f186,9723da03-9f71-5810-8cb4-06fdb48b6fb4
9f762c47-51b5-4810-a22c-8b6a057b49b2,cb00154c-bc27-595e-b10f-baf90e4f53d5,4b359d9c-822d-5296-bffb-ff10e8367a88
129bcf96-e32a-4e51-b521-129ff6977ebe,e92f8ee2-6788-5258-a1f6-b0359fca9cf5,9098bcb8-de8b-557a-8b3c-5f6872976229
4e4f2591-3f60-425f-8eb0-82d042bc064f,e0223dc9-89a2-5acd-be38-7ebb14b633da,6e7bc376-5428-5c0c-88f2-a995182cb065
06d09e71-6cbf-4a74-8cad-24f0377018e8,475c83d6-bd3a-5f8c-97a7-20e2b2118abc,62b0c0c6-121e-5772-97e3-39da357fcafb
5af151ec-14e0-4b01-8747-6d94646c9f47,e5b039b6-a3fd-5c9f-a874-d68bb4a4040a,859bfe1f-ceef-5209-b178-4cdf9952800a
e6b53a7e-22fb-49d0-9a14-d4398fc6c046,9374f035-06b6-5f88-9f12-e67639a7135a,a4b23bb4-e4c3-5858-92b5-9adfb5cd5a7a
e13908be-3f52-4b58-8e5f-8e4ed0ad9fbc,1e773970-a10f-5803-b298-e329a8bbc643,c3bd4754-9288-500c-8f3f-e94f23de6297
1f85a49f-4835-429e-a999-86439e4da66b,1c952d7d-0f73-52d7-91de-a0c8c4ebecab,c317ea78-1fb8-50fa-84b0-11ff649011ca
bee9449b-7c42-4656-8c98-ceb8ae95f9ab,7649b7a6-a1fd-5409-abb5-0e6be2fa32ab,2f4eb11d-66a5-5f1e-8ed1-bb81547202c8
9a7def50-c5d1-4e56-a2f4-0d51901a7f27,74bc57ec-d6d9-5a70-943b-45c88fafde6b,9de8d7eb-8fa3-54af-b294-e5230e0937a3
7474486e-5575-4aab-ad85-73fb135650d8,800b7292-74aa-55c4-8f5e-d3cfc6f0d15e,ed1c9329-28f0-5856-9131-5d32877d1aa3
a519f9f4-1973-4e32-8d29-5a9fffef7913,2421a859-e68f-50ba-ad1c-a994ea976519,e2e77e86-08c5-5506-818e-f2be6176c949
81554cc1-0d20-497b-8b27-87e21debd401,9fcb766d-fe75-5090-991c-1c06103269dc,3e8c199b-f5a8-574e-9bde-bbc682b1e385
c743a215-62d5-46dc-ab18-1bb07b87480d,d1422715-5f02-5fde-8f80-04b5eb47dffd,4127d29e-8952-58a1-8098-3268be71d8e9
7ae57935-d5a1-4393-bb87-220141f83c70,9355f72c-f892-5cfd-8a77-bcf640d258b6,11537cc4-20b5-5cc1-b739-cf8ac6126d51
8f214fd3-18c2-410f-b0ed-91196c4a53b1,52559a9a-ccac-560f-b28a-8ce49f719290,d291d852-6c27-538f-bf92-542638bf6ba5
13ce26a3-b4d1-40c2-b335-96bbffced824,d4774f28-9801-5d52-8a55-695a2f7339bc,c9cca869-207c-5ec4-9d7a-392d6fb1e039
cc42be8d-2f25-4d46-96b6-5a318b02b501,1658e1ab-d0e4-5670-9e47-ef9d6d215385,6cc7dd48-f133-5efe-9e77-3b8adf70eb90
67bfe789-0ab7-4a6b-9421-e505d7c16eca,0d0121cb-2d35-5724-8906-372c5748ec82,8f13981b-c8a8-5186-b6f2-d052ee07c24a
c56461a0-13c2-4480-86bb-7ce7cca05f34,ce72cb81-b860-589d-97f0-7502d7648da1,7ad5795f-7b3d-5431-a670-0f946b8eab8e
00552492-942f-402b-8d04-161bffc89ece,f7ae54a1-9f5d-5d2d-bbd0-0a78d16e4958,8ccfef9e-6d83-51dd-a1bb-b970f65b9a9d
f49cf2ed-af87-490b-ab14-91e30f4bbf78,928fbfe0-47af-5707-91ba-9b7fad0401b4,eb719b8c-a927-55de-b707-93bb68b2c699
b76ca0b8-9678-4023-a3df-65f2dda7923d,bc8b7863-6460-5b95-9a37-d158bdbdcd82,a3df0290-b61a-5ed3-85c3-7e1f56cf83ad
5fa0f1d9-1ea5-4fde-8f9d-f1e61191f738,4d74dfe0-dc48-5782-9faf-9d0191b5a212,1ccbffe2-9362-55d0-b099-c4769dbd7790
98798ed4-9400-4f79-80ca-16655d394134,05146d80-a42c-577c-9e6c-a6b8d57077f7,ec84a5cb-df99-5c50-8dc3-7763a6d01340
dca4d770-770b-46d2-9450-79597b23c0fa,a350c8f3-24ea-58e5-8490-eaf0a7a8ef6c,b6151543-2db2-5624-a48a-dfcf05e8e118
7d3d5b4f-4f9c-473c-a2ff-908356cd2470,658d718a-b3b8-59aa-ab1f-0ce0631a4a4c,bfe69c55-0116-5433-9d26-4b44d98f066a
91de0f46-7b6f-4154-bcc1-58bf79c4e983,6a2afe13-36f5-58b8-9747-8b09efe5fe4a,43f660ca-b68f-57e5-a55c-c7af2f41bd98
f8d7c53f-90c6-4e05-9a3e-739539a42f3e,29d282f4-5aec-5376-962e-a137bcb8a8da,43f660ca-b68f-57e5-a55c-c7af2f41bd98
ea29591a-9d70-40f7-81cd-d2b2fe88a86e,9f25c63b-0d64-5c3d-8d35-2a9bd3eb0f23,43f660ca-b68f-57e5-a55c-c7af2f41bd98
12bcfafe-a3fa-4f70-b333-ccbc367813b0,ede3ef0a-fc19-5569-8d47-38d07d6ed98b,43f660ca-b68f-57e5-a55c-c7af2f41bd98
89a370b1-4028-4530-b305-025cd902d314,bbb41e1d-c4cf-5233-aa05-fe882e9806d0,43f660ca-b68f-57e5-a55c-c7af2f41bd98
cbe092c1-5796-459e-891e-915e9de48cb0,510b7401-2845-5613-aa8d-f1407557ea2d,43f660ca-b68f-57e5-a55c-c7af2f41bd98
65a53852-36e3-405c-a766-f5d1e8221917,83ffe10c-35ac-5ecd-b5a2-7fff3b255791,43f660ca-b68f-57e5-a55c-c7af2f41bd98
6bbbde71-c4c5-4bcd-a017-673b93ee4613,ca68564c-1719-53d7-8fea-5cad4d80d13e,43f660ca-b68f-57e5-a55c-c7af2f41bd98
7bbd1342-bd46-4007-b20f-7ffc86864352,a2aa3eea-bff6-57e9-9f28-4298e0c93e6b,43f660ca-b68f-57e5-a55c-c7af2f41bd98
013de895-15f3-4476-8c3e-de9e0dd10f63,d8c91255-c48b-56f8-9a95-7c96921d22b2,43f660ca-b68f-57e5-a55c-c7af2f41bd98
d6e0f9e8-ab1e-4845-8392-8c2293363bbb,c87a9d5f-af5f-524b-8cdf-7dfd72b20c89,43f660ca-b68f-57e5-a55c-c7af2f41bd98
cadc2c07-23d4-4043-a42d-cc1685e7a9d8,0185b2ad-dbcc-58cd-b6ae-849ba304a470,43f660ca-b68f-57e5-a55c-c7af2f41bd98
7ab28fbd-446c-4c58-829d-9478fa4bdf32,04837563-ab91-5b55-affe-eb17bbffe1b8,0d77deae-d201-5686-8822-761c40c6ec57
23ca68d6-03c9-4ac7-8bcf-2ddd3abd37c0,e9171c51-ac1e-5fd3-bb24-4f49fac9bf7c,a65e3e47-59d3-5594-b5bd-a9f13dc39ddf
f6994f65-6281-4004-8662-fe20fb93975e,dd1348c2-3f29-54f1-bf6e-b867c2228687,9aa30272-b1f8-5298-b20a-c3d772319190
59d84ce0-8cc2-4c81-9405-539792e4f81b,1ec6ac3e-ff1a-545c-930c-38975abbb5e8,08fc05f6-02e3-5031-909c-b911eed435bb
48d6c68d-2bcd-4292-8593-e2addf05366c,f126e9be-e210-58ec-80ff-5d054158c869,3d582255-b1c0-56e0-84f8-e16d7e5211e1
d42438a5-5e34-4635-8118-a98dce4a9ab2,a01250eb-28a4-5c67-9cf9-544393cd7518,3d582255-b1c0-56e0-84f8-e16d7e5211e1
df5fe5de-2e0d-466c-bbfe-87a6d72b7315,98d70470-2688-54cd-a24c-e55fd26540ee,e6761553-7a8b-564b-9be6-ac5629b48adb
9da55620-df98-4432-b05c-b37b7ac8b12e,655217ea-e0ed-57b4-8292-53e853d5394a,f1497320-2f90-5a49-b17e-72d7a71370f3
4ddb3234-8d75-4308-9e0b-d89851881a66,17a9e1a3-1697-5d9e-a3e8-d297fa6542ed,f1497320-2f90-5a49-b17e-72d7a71370f3
e5aabaa0-313c-4dc9-9a23-bf396592762b,0e013464-8e65-5e64-8f3b-5524a8836e7f,f1497320-2f90-5a49-b17e-72d7a71370f3
1725753d-411b-4217-b686-69a066b60486,a8cd3643-2c47-53c6-b0a5-aa0486c123c7,ad1c9a05-5345-50c9-bf7b-35e6d0da27a1
c24b1017-ef8c-4aa4-a62e-262ee220e5d9,d1b3d79f-36fd-598f-93a1-875abe9831dd,0cafde98-edd4-54ae-94e3-510ea41bb4a2
